,ID,Q1A1,Q1A2,Q2A11,Q2A12,Q2A2,Q2A3,Q3,Q4A1,Q4A2,Q4A3,Q4A4,Q4A5,Q4A6,Q4A7,Q5A1,Q5A2,Q5A3,Q5A4,Q5A5,Q5A6,Q5A7,Q6A1,Q6A2,Q6A3,Q6A4,Q7,Q7A1,Q7A2,Q7A3,Q8A1,Q8A2,Q8A3,Q8A4,Q8B1,Q8B2,Q8B3,Q8B4,Q9A1,Q9A2,Q9A3,Q9A4,Q9A5,Q9B1,Q9B2,Q9B3,Q9B4,Q9B5,Q11A1,Q11A2,Q11B1,Q11B2,Q12A1,Q12A2,Q12B1,Q12B2,Q13A1,Q13A2,Q13A3,Q13A4,Q13B1,Q13B2,Q13B3,Q13B4,Q14A1,Q14A2,Q14A3,Q14A4,Q14B1,Q14B2,Q14B3,Q14B4,Q15,Q15A1,Q15A2,Q15B1,Q15B2,Q15C,Q16A1,Q16A2,Q16A3,Q16A4,Q16A5,Q16A6,Q17A01,Q17A02,Q17A03,Q18A1,Q18A2,Q18A3,Q18A4,Q18A5,Q19A1,Q19A2,Q19A3,Q20A1,Q20A2,Q20A3,Q20A4,Q20A5,Q20A6,Q20A7,Q21A1,Q21A2,Q21A3,Q21A4,Q21A5,Q21A6,Q21A7,Q21A8,Q22A1,Q22A2,Q22A3,Q22A4,Q22A5,Q31A1,Q31A2,Q31A3,Q31A4,Q31A5,Q32A01,Q32A02,Q32A03,Q32A04,Q32A05,Q32A06,Q32A07,Q32A08,Q32A09,Q32A10,Q32A11,Q32A12,Q32A13,Q32A14,Q32A15,Q32A16,Q32A17,Q32A18,Q32A19,Q32A20,Q32A21,Q32A22,ADQ1,ADQ2,ADQ3,ADQ3A,ADQ4,ADQ5,ADQ6,ADQ7,ADQ8,ADQ8A1,ADQ8A2,ADQ8A3,ADQ8A4,ADQ8A5,ADQ8A6,ADQ8A7,ADQ8A8,ADQ9,ADQ101,ADQ102,ADQ103,WT,³âµµ
1906,10614,1,1,1,,2,2,2,2,3,2,2,3,3,2,3,2,2,2,2,3,2,2,1,2,2,1,,30.0,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,3.0,3.0,2.0,2.0,2.0,4.0,3,4,3,3,4,4,3,3,3,4,4,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3,4,3,2,3,3,4,3,3,4,3,4,3,1,,,,,22,,,,,,,,,,,,,,,,,,,,,,74,1,14,,1,1,1,2,2,1.0,,,,,,,,3,1,1,1,0.97,2019
1907,12714,1,1,1,,2,2,1,3,3,3,3,3,3,3,2,3,3,2,3,3,3,1,1,1,1,1,,10.0,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,4.0,1.0,1.0,1.0,4.0,3,3,3,1,1,3,1,1,1,1,1,2.0,2.0,2.0,1.0,2.0,1.0,3.0,3,3,3,3,3,3,1,3,2,2,4,3,3,1,,,,,22,,,,,,,,,,,,,,,,,,,,,,74,2,11,,1,1,2,1,2,1.0,,,,,,,,4,5,1,1,1.0,2019
1908,12328,2,2,1,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,30.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,2.0,4.0,3.0,4.0,4.0,2.0,3,3,4,4,3,4,4,4,4,3,4,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3,3,2,2,3,2,2,2,2,3,2,3,2,9,,,,,22,,,,,,,,,,,,,,,,,,,,,,74,1,14,,2,1,1,2,2,1.0,,,,,,,,5,4,1,1,0.93,2019
1909,12523,2,2,1,,2,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,,14.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,3.0,2.0,1.0,1.0,1.0,1,1,1,2,3,2,1,1,2,1,1,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2,3,2,2,3,2,3,1,2,2,3,2,1,1,,,,,9,12.0,,,,,,,,,,,,,,,,,,,,,74,2,11,,2,1,2,3,2,1.0,,,,,,,,5,4,1,1,1.0,2019
1910,15960,2,2,1,,2,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,,30.0,,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,2.0,3.0,2.0,3.0,1.0,3.0,3,4,4,3,2,2,2,1,2,2,2,3.0,4.0,4.0,2.0,3.0,1.0,3.0,3,3,4,4,4,3,2,3,3,3,3,2,3,1,,,,,2,3.0,7.0,11.0,12.0,,,,,,,,,,,,,,,,,,74,1,7,,2,1,1,1,2,1.0,,,,,,,,5,14,2,2,0.94,2019
1911,11310,2,2,1,,2,2,1,2,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,,15.0,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,2.0,2.0,4.0,3.0,4.0,3.0,3,3,4,3,2,2,3,2,3,2,2,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3,3,4,4,3,3,3,3,3,3,3,3,3,1,,,,,22,,,,,,,,,,,,,,,,,,,,,,74,2,11,,2,1,1,2,1,,,,,,,,,5,1,1,1,0.96,2019
1912,11547,2,2,1,,2,2,1,1,1,1,1,1,1,1,3,3,2,2,3,2,1,2,2,2,2,1,,20.0,,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,3.0,4.0,3.0,3.0,3.0,3.0,3,2,3,3,3,2,2,3,2,2,2,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3,2,3,3,3,2,2,3,3,3,2,3,3,1,,,,,22,,,,,,,,,,,,,,,,,,,,,,74,1,9,,3,1,1,1,2,1.0,,,,,,,,6,2,1,1,0.92,2019
1913,12621,2,2,1,,2,2,1,1,1,1,1,1,1,1,3,2,2,3,2,1,1,3,3,4,4,1,,15.0,,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,2.0,3.0,3.0,4.0,3.0,3.0,3,3,4,3,4,3,3,3,2,3,3,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3,3,4,3,3,4,3,4,3,3,2,3,3,1,,,,,22,,,,,,,,,,,,,,,,,,,,,,74,1,14,,2,1,1,2,2,1.0,,,,,,,,6,5,1,1,0.88,2019
1914,19014,2,2,1,,2,2,1,3,3,1,1,2,2,3,4,3,2,3,3,3,2,1,1,2,2,1,,25.0,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,2.0,3.0,1.0,1.0,3.0,3.0,3,3,2,3,3,4,3,3,3,3,4,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3,2,2,3,3,3,3,3,3,3,3,2,3,1,,,,,1,5.0,14.0,,,,,,,,,,,,,,,,,,,,74,1,7,,3,1,1,2,2,1.0,,,,,,,,6,1,1,1,0.97,2019
1915,12117,2,2,3,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,5.0,3.0,,,,,,,3,4,3,3,2,3,2,2,4,4,3,,,,,,,,2,2,3,3,3,2,2,1,3,2,2,3,2,9,,,,,2,,,,,,,,,,,,,,,,,,,,,,74,*,*,,2,1,2,1,2,1.0,,,,,,,,3,*,1,1,1.0,2019
1916,13077,2,2,3,,2,2,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,3.0,2.0,,,,,,,4,3,4,2,1,2,2,2,1,1,2,,,,,,,,3,2,2,3,2,2,2,2,2,2,3,3,2,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,74,2,11,,4,1,1,2,1,,,,,,,,,5,7,1,1,0.86,2019
1917,13946,1,2,3,,2,2,1,2,2,2,2,2,2,2,2,3,2,3,2,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,3.0,2.0,,,,,,,2,2,2,2,2,3,2,3,2,2,2,,,,,,,,3,3,3,3,3,3,3,2,3,2,3,3,2,1,,,,,22,,,,,,,,,,,,,,,,,,,,,,74,1,4,1.0,3,1,1,2,2,1.0,,,,,,,,9,9,1,1,0.98,2019
1918,13949,1,2,3,,2,2,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,,,3.0,,,,,,,3,3,3,3,3,4,3,3,3,2,2,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,2,1,,,,,2,5.0,8.0,,,,,,,,,,,,,,,,,,,,74,1,5,1.0,3,1,1,3,1,,,,,,,,,5,9,1,1,0.98,2019
1919,14816,1,2,3,,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,2.0,1.0,,,,,,,3,4,3,1,2,1,1,1,1,2,2,,,,,,,,3,3,4,3,3,3,2,3,2,2,3,2,2,1,2.0,,,,22,,,,,,,,,,,,,,,,,,,,,,74,2,11,,1,1,2,2,2,1.0,,,,,,,,4,9,1,1,0.99,2019
1920,15432,1,2,3,,2,1,1,2,2,2,2,2,1,1,3,3,2,3,3,3,3,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,4.0,1.0,,,,,,,3,4,4,2,1,1,1,2,1,1,1,,,,,,,,3,3,3,3,3,3,3,3,3,2,3,3,3,1,,,,,1,10.0,,,,,,,,,,,,,,,,,,,,,74,1,6,,3,1,1,1,2,1.0,,,,,,,,3,12,2,2,0.94,2019
1921,15813,2,2,3,,2,2,1,1,1,1,1,1,1,1,2,3,2,3,1,1,1,2,2,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,2.0,,,,,,,3,3,3,1,1,1,1,1,1,1,1,,,,,,,,2,3,2,3,4,2,3,3,2,3,3,4,2,1,,,,,6,7.0,8.0,9.0,11.0,,,,,,,,,,,,,,,,,,74,2,11,,3,1,1,1,1,,,,,,,,,3,13,1,1,1.05,2019
1922,15814,1,2,3,,2,2,1,1,2,2,1,1,1,1,3,3,3,3,3,1,1,2,2,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,5.0,3.0,,,,,,,3,4,3,3,2,3,2,2,4,4,3,,,,,,,,3,3,3,3,4,2,2,3,2,3,3,4,2,1,,,,,6,7.0,8.0,9.0,14.0,,,,,,,,,,,,,,,,,,74,2,11,,3,1,2,1,2,1.0,,,,,,,,5,13,1,1,1.05,2019
1923,10598,1,2,2,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,4.0,1.0,,,,,,,2,2,1,2,2,1,1,1,1,1,1,,,,,,,,2,2,1,1,3,2,2,2,2,2,2,1,2,9,,,,,22,,,,,,,,,,,,,,,,,,,,,,74,1,14,,3,1,2,3,2,3.0,,,,,,,,7,1,1,1,0.97,2019
1924,10603,1,1,2,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,3.0,2.0,,,,,,,3,3,4,2,2,3,2,2,1,1,1,,,,,,,,3,2,2,3,3,2,3,2,2,2,3,3,3,9,,,,,22,,,,,,,,,,,,,,,,,,,,,,74,1,4,1.0,2,1,1,1,2,1.0,3.0,,,,,,,10,1,1,1,0.97,2019
1925,11775,2,2,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,3.0,1.0,1.0,,,,,,,3,2,3,3,2,2,3,3,3,2,3,,,,,,,,3,3,2,3,3,3,3,3,3,4,3,3,3,1,,,,,22,,,,,,,,,,,,,,,,,,,,,,74,2,11,,2,1,2,1,2,1.0,,,,,,,,5,2,1,1,0.97,2019
1926,11776,2,2,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,5.0,1.0,,,,,,,3,2,3,1,1,1,1,1,2,3,2,,,,,,,,3,3,4,3,3,3,3,3,3,4,3,3,3,1,,,,,22,,,,,,,,,,,,,,,,,,,,,,74,2,9,,2,1,1,1,1,,,,,,,,,3,2,1,1,0.97,2019
1927,11956,2,2,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,3.0,2.0,,,,,,,3,3,3,2,1,2,1,1,2,1,1,,,,,,,,3,2,3,3,3,3,2,1,2,1,3,3,2,9,,,,,22,,,,,,,,,,,,,,,,,,,,,,74,1,14,,2,1,1,1,2,1.0,,,,,,,,4,3,1,1,1.0,2019
1928,12129,2,2,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,3.0,1.0,,,,,,,3,4,4,2,2,3,1,2,2,1,2,,,,,,,,2,3,3,4,3,3,1,2,2,2,2,2,1,9,,,,,22,,,,,,,,,,,,,,,,,,,,,,74,*,*,,1,1,2,2,2,3.0,,,,,,,,6,*,1,1,1.0,2019
1929,12620,2,2,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,5.0,2.0,,,,,,,4,4,3,1,1,1,1,1,2,2,1,,,,,,,,3,2,4,4,4,3,2,2,3,2,3,3,3,9,,,,,22,,,,,,,,,,,,,,,,,,,,,,74,1,14,,1,2,1,1,2,1.0,,,,,,,,3,5,1,1,0.88,2019
1930,12717,1,2,2,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,3.0,2.0,,,,,,,3,3,3,2,2,1,2,2,2,2,2,,,,,,,,2,2,3,3,2,2,1,2,2,2,1,2,1,9,,,,,22,,,,,,,,,,,,,,,,,,,,,,74,2,11,,2,1,1,2,2,6.0,,,,,,,,5,5,1,1,1.0,2019
1931,12722,2,2,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,3.0,1.0,,,,,,,3,3,4,2,1,2,2,1,3,2,2,,,,,,,,3,4,3,3,4,1,3,1,3,4,4,3,3,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,74,2,11,,1,1,1,2,1,,,,,,,,,3,5,1,1,1.0,2019
1932,12821,2,2,2,,2,2,2,1,2,1,1,2,1,2,2,2,1,1,2,1,2,2,2,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,2.0,1.0,,,,,,,2,3,3,3,4,3,4,3,3,4,4,,,,,,,,3,4,4,3,3,4,3,4,4,3,4,3,3,1,,,,,22,,,,,,,,,,,,,,,,,,,,,,74,1,9,,1,1,1,2,2,1.0,,,,,,,,3,6,1,1,0.88,2019
1933,13003,2,2,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,,1.0,,,,,,,3,4,3,3,4,3,3,3,3,3,4,,,,,,,,3,4,4,3,3,4,3,3,3,2,3,4,3,9,,,,,22,,,,,,,,,,,,,,,,,,,,,,74,1,9,,1,1,1,1,2,1.0,,,,,,,,9,7,1,2,0.8,2019
1934,13004,2,2,3,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,6.0,,,2.0,,,,,,,3,3,3,1,1,3,2,2,1,1,1,,,,,,,,3,3,3,3,4,3,3,3,3,3,3,3,3,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,74,1,14,,4,1,1,2,2,1.0,,,,,,,,6,7,1,1,0.8,2019
1935,13940,2,2,3,,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,3.0,3.0,,,,,,,3,3,3,2,2,2,2,2,2,2,2,,,,,,,,2,2,2,3,3,2,2,2,2,2,2,2,2,1,,,,,22,,,,,,,,,,,,,,,,,,,,,,74,1,14,,2,2,1,2,2,1.0,,,,,,,,3,9,1,1,0.98,2019
1936,13944,1,2,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,3.0,1.0,,,,,,,2,3,3,2,1,3,2,2,1,1,1,,,,,,,,2,2,3,2,3,2,2,2,3,2,2,3,3,9,,,,,3,7.0,12.0,,,,,,,,,,,,,,,,,,,,74,1,14,,1,1,1,2,2,1.0,3.0,,,,,,,7,9,1,1,0.98,2019
1937,14824,1,2,2,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,4.0,1.0,,,,,,,3,3,3,1,1,1,1,1,1,1,1,,,,,,,,2,2,2,3,3,2,2,1,2,2,2,2,2,1,,,,,22,,,,,,,,,,,,,,,,,,,,,,74,2,11,,1,1,2,1,2,1.0,,,,,,,,3,9,1,1,0.99,2019
1938,14862,2,2,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,5.0,,,1.0,,,,,,,2,2,2,2,3,3,2,2,3,3,3,,,,,,,,3,2,2,3,2,3,2,3,2,2,2,2,2,9,,,,,22,,,,,,,,,,,,,,,,,,,,,,74,2,11,,2,2,1,3,1,,,,,,,,,3,9,1,1,0.99,2019
1939,15283,2,2,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,4.0,1.0,,,,,,,3,2,2,2,1,1,2,2,2,1,1,,,,,,,,3,1,2,3,2,2,2,2,2,2,3,2,2,1,,,,,22,,,,,,,,,,,,,,,,,,,,,,74,2,11,,1,1,2,1,2,1.0,,,,,,,,3,11,1,2,1.0,2019
1940,15290,2,2,3,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,2.0,2.0,,,,,,,3,4,4,1,1,1,1,1,2,2,1,,,,,,,,3,3,4,4,4,3,2,2,3,3,3,4,3,9,,,,,22,,,,,,,,,,,,,,,,,,,,,,74,2,11,,1,1,2,2,2,1.0,,,,,,,,7,11,1,1,1.0,2019
1941,15576,2,2,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,3.0,2.0,,,,,,,3,3,4,1,1,2,1,1,1,1,1,,,,,,,,2,2,3,3,4,3,3,1,2,2,3,3,2,1,,,,,22,,,,,,,,,,,,,,,,,,,,,,74,2,11,,1,1,2,1,2,1.0,,,,,,,,2,12,1,2,0.92,2019
1942,15703,2,2,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,2.0,1.0,,,,,,,3,3,3,2,2,2,1,1,2,2,2,,,,,,,,2,2,2,3,2,2,2,3,2,2,3,3,2,1,,,,,22,,,,,,,,,,,,,,,,,,,,,,74,1,6,,1,1,1,1,2,1.0,,,,,,,,1,13,2,2,0.93,2019
1943,15815,2,2,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,3.0,2.0,,,,,,,3,3,3,2,1,1,1,1,2,2,1,,,,,,,,2,2,2,2,3,2,2,3,2,1,2,2,2,9,,,,,22,,,,,,,,,,,,,,,,,,,,,,74,2,11,,1,1,2,1,2,1.0,,,,,,,,3,13,1,1,1.05,2019
1944,15955,2,2,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,3.0,2.0,,,,,,,3,3,4,3,4,3,3,4,3,4,3,,,,,,,,3,3,3,4,3,2,3,3,3,4,3,2,3,9,,,,,3,12.0,,,,,,,,,,,,,,,,,,,,,74,1,14,,2,1,1,1,2,1.0,,,,,,,,1,14,1,2,0.94,2019
1945,16076,2,2,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,6.0,,,2.0,,,,,,,3,4,3,3,3,4,4,3,3,3,3,,,,,,,,3,3,2,2,3,2,3,2,3,2,3,2,2,9,,,,,22,,,,,,,,,,,,,,,,,,,,,,74,2,11,,1,1,2,1,2,1.0,,,,,,,,5,14,1,2,0.96,2019
1946,16447,2,2,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,2.0,,,,,,,1,2,2,1,1,2,1,1,2,2,2,,,,,,,,2,4,3,3,3,2,3,1,3,3,2,2,2,9,,,,,22,,,,,,,,,,,,,,,,,,,,,,74,2,14,,1,1,2,2,2,1.0,,,,,,,,4,15,1,1,0.97,2019
1947,16672,2,2,3,,2,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,3.0,2.0,,,,,,,2,1,2,2,1,2,2,2,2,1,1,,,,,,,,2,1,1,2,2,2,1,2,2,2,1,2,2,1,,,,,22,,,,,,,,,,,,,,,,,,,,,,74,1,5,1.0,2,1,1,1,2,1.0,,,,,,,,4,16,1,2,0.95,2019
1948,16673,2,2,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,3.0,2.0,,,,,,,3,4,2,2,2,2,1,1,2,2,2,,,,,,,,3,3,3,3,3,3,3,2,2,3,3,3,2,1,,,,,22,,,,,,,,,,,,,,,,,,,,,,74,1,14,,2,1,1,1,2,1.0,,,,,,,,2,16,1,1,0.95,2019
1949,16997,2,2,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,1.0,,,,,,,3,3,4,1,1,1,1,1,1,1,1,,,,,,,,3,2,2,3,3,2,2,2,2,2,3,3,2,9,,,,,22,,,,,,,,,,,,,,,,,,,,,,74,*,*,,1,1,1,1,2,1.0,,,,,,,,7,*,1,1,1.0,2019
1950,17000,2,2,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,1.0,,,1.0,,,,,,,3,4,3,1,1,1,1,1,1,1,1,,,,,,,,3,2,3,4,4,3,3,2,2,2,2,3,2,9,,,,,22,,,,,,,,,,,,,,,,,,,,,,74,2,11,,2,1,2,2,2,1.0,,,,,,,,1,17,1,1,1.0,2019
